run_id,config_name,total_ram_mb,cpu_cores,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,num_layers,hidden_units,gamma,strength,time_horizon,summary_freq,keep_checkpoints,max_steps,cpu_avg_unity,cpu_peak_unity,ram_avg_unity,ram_peak_unity,cpu_avg_python,cpu_peak_python,ram_avg_python,ram_peak_python,duration_sec
run_1764219678,config_576.yaml,11700.625,6,1003,15518,0.0003,0.01,0.3,0.99,10,2,439,0.999,0.5,29,2771,5,50000,15.693641618497129,63.9,154.85562680635837,163.87109375,257.9710982658961,303.3,561.1682171242775,586.40234375,86.23699760437012
run_1764219726,config_577.yaml,11700.625,6,1008,12687,0.0003,0.01,0.3,0.99,2,1,214,0.999,0.5,78,4647,5,50000,30.810588235294155,91.5,157.8674632352941,163.09375,269.855294117647,303.3,528.8762867647059,552.98828125,42.147355794906616
run_1764219790,config_578.yaml,11700.625,6,492,13376,0.0003,0.01,0.3,0.99,7,1,422,0.999,0.5,28,4448,5,50000,20.62184873949582,53.9,157.77530856092437,164.76953125,260.05462184873954,301.4,524.5550814075631,539.16015625,59.163822412490845
run_1764219840,config_579.yaml,11700.625,6,696,12409,0.0003,0.01,0.3,0.99,2,2,461,0.999,0.5,59,4890,5,50000,26.432967032967063,73.8,154.81953983516485,165.6796875,275.9131868131867,301.4,540.6848385989011,565.19140625,45.11106204986572
run_1764219906,config_57.yaml,11700.625,6,273,10190,0.0003,0.01,0.3,0.99,6,1,387,0.999,0.5,95,1987,5,50000,21.52704918032789,95.8,157.0012487192623,159.3515625,263.3311475409836,301.7,518.8672195184427,532.359375,60.667566537857056
run_1764219985,config_580.yaml,11700.625,6,175,3969,0.0003,0.01,0.3,0.99,9,1,397,0.999,0.5,124,2367,5,50000,17.386577181208068,83.7,159.39691694630872,161.484375,282.22013422818816,302.8,507.8251887583893,515.609375,74.20885133743286
run_1764220058,config_581.yaml,11700.625,6,492,2447,0.0003,0.01,0.3,0.99,4,3,481,0.999,0.5,31,1268,5,50000,18.034074074074095,71.8,159.13174189814814,161.4921875,291.8540740740744,303.4,527.0442418981481,536.59375,67.19244980812073
run_1764220130,config_582.yaml,11700.625,6,421,9774,0.0003,0.01,0.3,0.99,7,3,139,0.999,0.5,62,1099,5,50000,18.704411764705902,59.9,158.14145795036765,164.20703125,264.13235294117646,305.3,519.0038200827206,541.00390625,67.71097159385681
run_1764220206,config_583.yaml,11700.625,6,66,7778,0.0003,0.01,0.3,0.99,2,4,398,0.999,0.5,61,3737,5,50000,18.51126760563383,47.9,156.39640184859155,165.84375,286.83380281690154,303.4,521.9741692341549,543.9296875,70.68706703186035
run_1764220280,config_584.yaml,11700.625,6,278,8343,0.0003,0.01,0.3,0.99,7,4,185,0.999,0.5,40,2321,5,50000,17.685714285714305,93.7,156.36941964285714,159.48828125,272.1492857142858,302.7,518.2131696428571,536.30078125,69.6938157081604
run_1764220356,config_585.yaml,11700.625,6,602,11486,0.0003,0.01,0.3,0.99,10,3,99,0.999,0.5,19,2633,5,50000,17.647552447552464,85.8,157.47366695804195,159.42578125,253.9314685314685,303.2,521.3136746066433,532.4296875,71.1925916671753
run_1764220404,config_586.yaml,11700.625,6,437,2251,0.0003,0.01,0.3,0.99,1,3,282,0.999,0.5,33,1546,5,50000,29.603529411764736,93.8,152.1487132352941,159.421875,285.74705882352947,301.7,505.0358455882353,520.1875,42.11314082145691
run_1764220477,config_587.yaml,11700.625,6,863,11533,0.0003,0.01,0.3,0.99,10,3,252,0.999,0.5,71,2574,5,50000,17.478985507246392,59.9,156.40183423913044,165.640625,257.12246376811595,303.0,548.624801856884,566.62890625,68.69274282455444
run_1764220543,config_588.yaml,11700.625,6,722,14526,0.0003,0.01,0.3,0.99,8,4,83,0.999,0.5,27,4309,5,50000,19.04016393442625,93.8,155.91444672131146,165.41015625,255.21639344262297,301.4,530.1395363729508,550.52734375,60.656702518463135
run_1764220609,config_589.yaml,11700.625,6,666,3785,0.0003,0.01,0.3,0.99,8,3,229,0.999,0.5,67,4862,5,50000,18.401612903225825,65.8,157.7215536794355,161.0703125,292.03951612903245,301.6,519.8056955645161,526.7421875,61.653658628463745
run_1764220674,config_58.yaml,11700.625,6,689,8508,0.0003,0.01,0.3,0.99,8,2,292,0.999,0.5,82,1256,5,50000,19.724793388429774,51.9,157.1797520661157,159.03125,266.4446280991738,301.8,529.8593427169421,541.4140625,60.16540765762329
run_1764220726,config_590.yaml,11700.625,6,222,4896,0.0003,0.01,0.3,0.99,3,1,266,0.999,0.5,81,2976,5,50000,25.965957446808538,75.5,156.28328623670214,158.953125,284.4861702127659,301.4,498.15342420212767,509.21875,46.62703776359558
run_1764220791,config_591.yaml,11700.625,6,528,15299,0.0003,0.01,0.3,0.99,8,2,121,0.999,0.5,73,4058,5,50000,18.51083333333335,59.9,157.62223307291666,160.91015625,252.06833333333336,302.7,529.67705078125,545.46484375,59.6577684879303
run_1764220841,config_592.yaml,11700.625,6,615,1879,0.0003,0.01,0.3,0.99,2,2,307,0.999,0.5,122,2150,5,50000,28.95604395604399,57.9,156.5486349587912,161.125,286.968131868132,303.0,508.768801510989,526.29296875,45.14443492889404
run_1764220884,config_593.yaml,11700.625,6,1005,6923,0.0003,0.01,0.3,0.99,3,2,109,0.999,0.5,115,2136,5,50000,27.352631578947395,49.9,159.9094366776316,163.1484375,274.81052631578933,303.2,515.3967927631579,532.7109375,37.587236642837524
run_1764220955,config_594.yaml,11700.625,6,182,6549,0.0003,0.01,0.3,0.99,8,1,276,0.999,0.5,69,870,5,50000,16.60970149253733,45.9,156.0996385261194,164.875,276.9134328358209,302.4,505.05483325559703,523.90625,66.66724514961243
run_1764221008,config_595.yaml,11700.625,6,595,16043,0.0003,0.01,0.3,0.99,6,3,93,0.999,0.5,41,4175,5,50000,22.269072164948476,43.9,155.28414948453607,165.13671875,262.31340206185575,303.3,529.6839964561856,546.11328125,48.11657929420471
run_1764221077,config_596.yaml,11700.625,6,147,12218,0.0003,0.01,0.3,0.99,6,4,150,0.999,0.5,92,2323,5,50000,18.13828125000002,63.9,156.13473510742188,159.34375,267.03437500000007,301.4,520.9093933105469,537.51171875,63.67145752906799
run_1764221125,config_597.yaml,11700.625,6,229,9485,0.0003,0.01,0.3,0.99,2,3,146,0.999,0.5,40,3426,5,50000,26.78160919540232,49.9,152.91065014367817,163.28515625,276.7333333333333,302.2,514.1390984195402,535.1015625,43.13195824623108
run_1764221187,config_598.yaml,11700.625,6,284,3529,0.0003,0.01,0.3,0.99,7,1,398,0.999,0.5,101,4680,5,50000,18.48362068965519,51.9,159.9100552262931,163.3671875,282.3991379310345,302.6,505.3621699892241,513.44921875,57.657750606536865
run_1764221237,config_599.yaml,11700.625,6,509,7861,0.0003,0.01,0.3,0.99,3,2,142,0.999,0.5,96,2798,5,50000,25.953846153846186,49.9,156.7155305631868,165.58984375,272.7175824175823,301.4,515.6065848214286,536.10546875,45.11551284790039
run_1764221289,config_59.yaml,11700.625,6,1000,13716,0.0003,0.01,0.3,0.99,3,2,383,0.999,0.5,55,2004,5,50000,25.343157894736876,59.8,156.8893092105263,165.2421875,271.2157894736841,303.2,548.0856907894737,573.5390625,47.13856315612793
run_1764221359,config_5.yaml,11700.625,6,194,15139,0.0003,0.01,0.3,0.99,9,3,179,0.999,0.5,118,1315,5,50000,16.86946564885498,51.9,156.21621541030535,164.26953125,259.4068702290077,301.8,561.0937201812977,576.80078125,65.16697525978088
run_1764221426,config_600.yaml,11700.625,6,817,1187,0.0003,0.01,0.3,0.99,8,4,98,0.999,0.5,22,4816,5,50000,20.25967741935486,71.3,155.8881363407258,164.33984375,290.9209677419357,303.3,499.6226373487903,512.35546875,61.6764976978302
run_1764221486,config_601.yaml,11700.625,6,335,4343,0.0003,0.01,0.3,0.99,4,2,315,0.999,0.5,83,616,5,50000,23.267567567567585,83.9,155.44126548423424,159.14453125,283.9612612612613,302.3,516.4788499436937,535.5625,55.16003656387329
run_1764221551,config_602.yaml,11700.625,6,693,3729,0.0003,0.01,0.3,0.99,6,2,321,0.999,0.5,60,3966,5,50000,20.171666666666685,77.8,153.60953776041666,156.96875,290.35916666666685,302.2,516.18388671875,525.44140625,59.665942430496216
run_1764221600,config_603.yaml,11700.625,6,291,15843,0.0003,0.01,0.3,0.99,2,4,215,0.999,0.5,47,1072,5,50000,26.80000000000003,75.8,156.14839360955057,158.8359375,277.18876404494387,302.9,530.2425825140449,551.9375,44.11134171485901
run_1764221649,config_604.yaml,11700.625,6,435,4019,0.0003,0.01,0.3,0.99,3,1,411,0.999,0.5,100,1262,5,50000,26.560227272727296,57.8,156.3556463068182,163.9375,279.7772727272728,302.8,506.97731711647725,517.9296875,43.6128146648407
run_1764221714,config_605.yaml,11700.625,6,427,4589,0.0003,0.01,0.3,0.99,7,1,435,0.999,0.5,25,2596,5,50000,19.67603305785126,59.9,155.60298295454547,158.94921875,288.10743801652916,303.1,504.1378163739669,513.38671875,60.15435290336609
run_1764221768,config_606.yaml,11700.625,6,819,6677,0.0003,0.01,0.3,0.99,5,3,202,0.999,0.5,48,3974,5,50000,21.876000000000023,91.8,155.16015625,165.41015625,273.59900000000005,301.4,529.6723828125,551.76953125,49.627307415008545
run_1764221817,config_607.yaml,11700.625,6,363,9028,0.0003,0.01,0.3,0.99,3,3,216,0.999,0.5,107,3593,5,50000,25.9044943820225,43.9,154.66687148876406,165.49609375,275.4325842696629,301.4,522.6451896067416,557.04296875,44.11175513267517
run_1764221882,config_608.yaml,11700.625,6,256,7034,0.0003,0.01,0.3,0.99,5,4,181,0.999,0.5,21,4472,5,50000,19.68760330578515,61.8,155.74167097107437,159.53125,277.78595041322325,302.8,507.9812758264463,517.75390625,60.161319971084595
run_1764221964,config_609.yaml,11700.625,6,752,13620,0.0003,0.01,0.3,0.99,10,2,448,0.999,0.5,68,2508,5,50000,16.243870967741948,65.9,161.43936491935483,167.6875,258.1341935483872,301.6,616.7842489919354,643.9296875,77.2561411857605
run_1764222030,config_60.yaml,11700.625,6,468,14961,0.0003,0.01,0.3,0.99,7,1,364,0.999,0.5,59,1946,5,50000,19.9737704918033,59.8,159.1086705942623,161.05078125,259.95983606557394,301.9,529.2059106045082,542.34765625,60.66308236122131
run_1764222079,config_610.yaml,11700.625,6,378,4687,0.0003,0.01,0.3,0.99,3,1,510,0.999,0.5,96,3145,5,50000,26.181609195402324,79.6,156.2660290948276,159.05078125,280.7620689655173,301.6,506.89471084770116,519.8515625,43.11349105834961
run_1764222140,config_611.yaml,11700.625,6,120,5254,0.0003,0.01,0.3,0.99,5,3,97,0.999,0.5,116,1542,5,50000,20.250877192982475,47.8,155.48355263157896,158.96484375,279.95614035087726,301.6,502.29954769736844,511.2734375,56.65948987007141
run_1764222198,config_612.yaml,11700.625,6,851,2015,0.0003,0.01,0.3,0.99,4,3,277,0.999,0.5,79,4360,5,50000,23.647169811320776,67.6,158.5169885023585,160.99609375,291.2028301886794,302.9,522.3891140919811,534.73828125,52.66131901741028
run_1764222261,config_613.yaml,11700.625,6,727,15380,0.0003,0.01,0.3,0.99,5,2,251,0.999,0.5,19,2937,5,50000,21.330769230769256,69.9,158.72462606837607,160.89453125,265.2871794871796,303.0,535.9557291666666,552.6953125,58.165117502212524
run_1764222327,config_614.yaml,11700.625,6,378,11841,0.0003,0.01,0.3,0.99,3,4,429,0.999,0.5,43,1691,5,50000,18.951219512195145,61.9,159.29217479674796,161.328125,278.3308943089432,303.4,551.94918699187,570.3046875,61.16564893722534
run_1764222398,config_615.yaml,11700.625,6,277,12082,0.0003,0.01,0.3,0.99,6,3,204,0.999,0.5,29,887,5,50000,17.74198473282445,47.9,156.09837189885496,164.78125,267.7946564885497,301.4,518.0982228053435,534.66796875,65.17912292480469
run_1764222482,config_616.yaml,11700.625,6,240,7234,0.0003,0.01,0.3,0.99,10,2,369,0.999,0.5,106,3513,5,50000,14.419375000000013,45.9,160.657958984375,166.21484375,273.59125000000034,303.3,522.147412109375,530.53125,79.7067666053772
run_1764222543,config_617.yaml,11700.625,6,607,4162,0.0003,0.01,0.3,0.99,6,4,139,0.999,0.5,68,4972,5,50000,19.657522123893823,49.9,157.37067892699116,161.53125,288.39026548672564,303.3,512.3529452433628,523.51171875,56.15880084037781
run_1764222611,config_618.yaml,11700.625,6,793,2749,0.0003,0.01,0.3,0.99,7,3,233,0.999,0.5,34,4160,5,50000,18.716535433070888,75.8,157.05191929133858,159.41015625,291.1102362204726,301.7,516.7586737204724,525.1953125,63.159377098083496
run_1764222677,config_619.yaml,11700.625,6,642,11267,0.0003,0.01,0.3,0.99,8,3,246,0.999,0.5,103,2680,5,50000,18.87642276422766,45.9,155.966399898374,159.29296875,264.79593495934967,303.2,532.9935213414634,551.1328125,61.156327962875366
run_1764222732,config_61.yaml,11700.625,6,833,13488,0.0003,0.01,0.3,0.99,6,1,507,0.999,0.5,109,4979,5,50000,22.60990099009903,49.9,155.4272896039604,159.125,261.62376237623766,301.4,565.9557162747525,597.0,50.1374237537384
run_1764222802,config_620.yaml,11700.625,6,138,1148,0.0003,0.01,0.3,0.99,7,2,64,0.999,0.5,84,2096,5,50000,18.408461538461548,67.8,157.99591346153846,161.5546875,291.22384615384647,303.1,490.1595252403846,511.1171875,64.66954278945923
run_1764222847,config_621.yaml,11700.625,6,807,6761,0.0003,0.01,0.3,0.99,2,3,153,0.999,0.5,59,2545,5,50000,27.45731707317076,51.9,154.2678163109756,159.046875,279.3085365853659,301.4,520.1079458841464,534.3125,40.602349042892456
run_1764222936,config_622.yaml,11700.625,6,223,5753,0.0003,0.01,0.3,0.99,9,3,253,0.999,0.5,42,3498,5,50000,14.524852071005933,85.8,161.55297707100593,163.29296875,281.34674556213054,302.9,509.6934171597633,519.109375,84.22904706001282
run_1764223005,config_623.yaml,11700.625,6,831,3486,0.0003,0.01,0.3,0.99,10,3,107,0.999,0.5,105,2736,5,50000,17.84015748031498,49.7,161.88133612204723,167.484375,277.9023622047247,301.6,510.27439099409446,522.76953125,63.17268180847168
run_1764223065,config_624.yaml,11700.625,6,337,15186,0.0003,0.01,0.3,0.99,5,2,491,0.999,0.5,116,1536,5,50000,20.0900900900901,69.9,155.74746621621622,159.44140625,268.5846846846847,301.7,542.2825872747748,567.2421875,55.15996956825256
run_1764223128,config_625.yaml,11700.625,6,812,2228,0.0003,0.01,0.3,0.99,9,3,151,0.999,0.5,98,1651,5,50000,18.647863247863263,63.9,157.3347689636752,160.9296875,290.3940170940172,301.5,509.72112045940173,520.5078125,58.146164655685425
run_1764223192,config_626.yaml,11700.625,6,174,16203,0.0003,0.01,0.3,0.99,7,1,103,0.999,0.5,51,1076,5,50000,17.53361344537817,45.9,155.84676995798318,159.10546875,257.8151260504203,301.5,527.1513261554621,550.8359375,59.15231275558472
run_1764223272,config_627.yaml,11700.625,6,431,6368,0.0003,0.01,0.3,0.99,6,3,471,0.999,0.5,114,3135,5,50000,15.057615894039749,61.9,160.3866670115894,168.10546875,282.5470198675501,303.3,539.0708816225166,561.1328125,75.21238040924072
run_1764223314,config_628.yaml,11700.625,6,942,4385,0.0003,0.01,0.3,0.99,1,3,100,0.999,0.5,106,3048,5,50000,30.331506849315097,69.9,155.47522474315068,163.20703125,279.8808219178081,301.4,515.3103060787671,540.7734375,36.08876967430115
run_1764223370,config_629.yaml,11700.625,6,835,7488,0.0003,0.01,0.3,0.99,5,2,316,0.999,0.5,27,787,5,50000,20.63173076923079,45.9,157.30292217548077,166.8828125,276.021153846154,303.4,528.6384465144231,543.421875,51.62627458572388
run_1764223424,config_62.yaml,11700.625,6,755,6434,0.0003,0.01,0.3,0.99,3,3,415,0.999,0.5,63,2167,5,50000,22.254000000000023,59.8,156.9475390625,162.3046875,281.7220000000001,301.4,557.386328125,590.2109375,49.633081674575806
run_1764223472,config_630.yaml,11700.625,6,209,3101,0.0003,0.01,0.3,0.99,2,3,149,0.999,0.5,69,867,5,50000,26.201162790697705,71.8,156.69999091569767,161.12890625,289.04418604651164,301.4,497.37163880813955,505.69140625,42.61274552345276
run_1764223562,config_631.yaml,11700.625,6,799,1594,0.0003,0.01,0.3,0.99,8,3,474,0.999,0.5,25,3882,5,50000,12.803508771929838,43.9,156.5835846125731,159.26953125,294.2783625730998,303.2,544.9804230628655,555.36328125,85.21598649024963
run_1764223606,config_632.yaml,11700.625,6,813,10811,0.0003,0.01,0.3,0.99,3,1,132,0.999,0.5,66,3189,5,50000,25.59493670886078,43.9,154.16307357594937,159.0078125,268.34303797468345,301.4,521.1645075158228,534.7109375,39.096431493759155
run_1764223663,config_633.yaml,11700.625,6,337,9630,0.0003,0.01,0.3,0.99,7,4,113,0.999,0.5,67,1739,5,50000,19.715533980582546,43.9,155.29554763349515,164.85546875,267.9029126213592,301.4,512.0254475121359,528.34375,51.12160921096802
run_1764223734,config_634.yaml,11700.625,6,836,13554,0.0003,0.01,0.3,0.99,10,3,259,0.999,0.5,26,3299,5,50000,15.089552238805984,53.9,159.46522271455223,161.375,259.4253731343286,302.8,551.0305503731344,568.6171875,66.65379691123962
run_1764223805,config_635.yaml,11700.625,6,270,1145,0.0003,0.01,0.3,0.99,7,2,446,0.999,0.5,82,4249,5,50000,15.494696969696982,67.8,159.08777225378788,161.4453125,293.1318181818184,303.4,508.47730232007575,518.84375,65.65366220474243
run_1764223863,config_636.yaml,11700.625,6,969,5284,0.0003,0.01,0.3,0.99,6,2,380,0.999,0.5,125,1984,5,50000,20.14444444444446,65.8,155.3218677662037,159.0390625,275.3361111111114,303.2,536.1373336226852,551.5234375,53.63552117347717
run_1764223927,config_637.yaml,11700.625,6,590,5652,0.0003,0.01,0.3,0.99,4,4,416,0.999,0.5,110,4431,5,50000,19.15882352941178,45.9,155.70755646008402,159.08203125,283.53193277310953,301.4,556.0542607668067,576.07421875,59.15379047393799
run_1764223991,config_638.yaml,11700.625,6,797,3353,0.0003,0.01,0.3,0.99,4,4,279,0.999,0.5,66,3735,5,50000,21.638135593220365,57.9,155.67720471398306,164.3203125,289.4305084745764,301.5,527.7935977224577,536.62109375,58.667752742767334
run_1764224049,config_639.yaml,11700.625,6,565,5972,0.0003,0.01,0.3,0.99,6,1,297,0.999,0.5,51,1360,5,50000,22.70000000000002,87.8,157.35159900700936,167.65234375,274.68037383177585,303.1,509.88708382009344,525.17578125,53.14310836791992
run_1764224127,config_63.yaml,11700.625,6,100,7550,0.0003,0.01,0.3,0.99,5,2,437,0.999,0.5,58,2970,5,50000,16.629931972789134,49.9,158.48089392006804,161.6484375,278.9816326530614,302.8,575.1745323129252,591.7265625,73.19814658164978
run_1764224190,config_640.yaml,11700.625,6,983,5339,0.0003,0.01,0.3,0.99,7,1,404,0.999,0.5,17,3482,5,50000,20.249137931034504,59.9,155.59556842672413,164.9375,281.85948275862063,302.4,514.6008553340517,529.82421875,57.655091762542725
run_1764224283,config_641.yaml,11700.625,6,71,16186,0.0003,0.01,0.3,0.99,10,4,136,0.999,0.5,113,779,5,50000,12.77853107344634,57.9,159.07485875706215,165.41796875,267.4785310734466,302.0,533.0874823446328,553.171875,88.22669076919556
run_1764224340,config_642.yaml,11700.625,6,229,5770,0.0003,0.01,0.3,0.99,4,3,262,0.999,0.5,38,886,5,50000,20.912380952380975,73.8,159.07455357142857,161.59375,284.47238095238106,303.1,507.1508556547619,516.671875,52.13226938247681
run_1764224386,config_643.yaml,11700.625,6,326,15589,0.0003,0.01,0.3,0.99,2,2,78,0.999,0.5,92,1737,5,50000,30.024096385542208,51.9,156.33146649096386,161.11328125,277.50240963855424,302.3,526.2798381024096,546.4296875,41.11885118484497
run_1764224437,config_644.yaml,11700.625,6,595,14492,0.0003,0.01,0.3,0.99,3,3,154,0.999,0.5,88,4126,5,50000,24.587096774193576,65.8,156.8321992607527,161.109375,267.5956989247312,303.4,534.5909358198925,552.78125,46.12326693534851
run_1764224487,config_645.yaml,11700.625,6,634,4076,0.0003,0.01,0.3,0.99,2,2,438,0.999,0.5,40,4785,5,50000,25.078260869565245,67.9,154.79330842391303,164.1484375,286.4076086956522,301.4,520.3974184782609,533.8046875,45.61518454551697
run_1764224545,config_646.yaml,11700.625,6,543,13589,0.0003,0.01,0.3,0.99,4,2,447,0.999,0.5,24,4724,5,50000,21.577570093457968,47.9,157.34115800233644,161.0703125,272.45700934579446,303.3,540.5195677570093,560.375,53.14013361930847
run_1764224616,config_647.yaml,11700.625,6,907,2348,0.0003,0.01,0.3,0.99,9,3,203,0.999,0.5,17,1561,5,50000,18.064661654135357,65.9,158.0576245300752,161.40625,292.73082706766945,303.2,513.8254816729324,520.51171875,66.186598777771
run_1764224674,config_648.yaml,11700.625,6,624,6788,0.0003,0.01,0.3,0.99,5,2,159,0.999,0.5,110,1710,5,50000,22.115094339622665,45.9,157.38038030660377,165.83203125,274.19056603773595,302.0,516.412477889151,537.4296875,52.63306140899658
run_1764224746,config_649.yaml,11700.625,6,979,14865,0.0003,0.01,0.3,0.99,10,1,74,0.999,0.5,53,4340,5,50000,19.936296296296316,69.8,159.3384837962963,161.34375,246.85851851851868,303.3,528.6423032407407,543.52734375,67.18302297592163
run_1764224787,config_64.yaml,11700.625,6,686,7714,0.0003,0.01,0.3,0.99,1,2,219,0.999,0.5,88,1853,5,50000,30.23698630136989,51.9,153.82475385273972,159.0859375,281.47808219178074,301.4,516.03515625,532.296875,36.09458303451538
run_1764224864,config_650.yaml,11700.625,6,972,10386,0.0003,0.01,0.3,0.99,6,3,502,0.999,0.5,97,3492,5,50000,15.706250000000015,63.9,159.40096028645834,161.30859375,272.7986111111113,303.3,577.2276475694445,603.625,71.70010304450989
run_1764224981,config_651.yaml,11700.625,6,729,5588,0.0003,0.01,0.3,0.99,9,4,509,0.999,0.5,73,1311,5,50000,10.493805309734524,49.9,157.85118224557522,159.26171875,285.04336283185893,303.3,579.5393217643805,600.2265625,112.81153178215027
run_1764225032,config_652.yaml,11700.625,6,356,9757,0.0003,0.01,0.3,0.99,2,2,310,0.999,0.5,100,642,5,50000,28.16847826086959,83.2,156.83755095108697,165.74609375,277.06086956521733,302.4,524.8702445652174,550.94921875,45.63591980934143
run_1764225085,config_653.yaml,11700.625,6,764,9499,0.0003,0.01,0.3,0.99,6,3,85,0.999,0.5,116,1140,5,50000,23.062500000000018,45.9,154.831787109375,163.7109375,265.0666666666668,303.0,521.6942545572916,535.24609375,47.622756004333496
run_1764225153,config_654.yaml,11700.625,6,785,8848,0.0003,0.01,0.3,0.99,7,3,234,0.999,0.5,18,2262,5,50000,17.705555555555573,67.8,157.28093998015873,166.38671875,271.2396825396827,301.5,531.770523313492,543.00390625,62.67412853240967
run_1764225216,config_655.yaml,11700.625,6,562,5458,0.0003,0.01,0.3,0.99,5,3,286,0.999,0.5,112,2624,5,50000,20.936440677966115,69.9,156.97815148305085,159.109375,278.25762711864434,301.5,532.3960871292373,545.671875,58.68084979057312
run_1764225278,config_656.yaml,11700.625,6,651,8691,0.0003,0.01,0.3,0.99,6,1,235,0.999,0.5,32,1004,5,50000,21.780530973451356,55.9,157.4372580199115,167.34765625,267.28938053097346,301.5,513.5603567477876,529.828125,56.14210391044617
run_1764225333,config_657.yaml,11700.625,6,983,14685,0.0003,0.01,0.3,0.99,5,1,147,0.999,0.5,51,1747,5,50000,25.21188118811884,63.9,162.67899133663366,165.1484375,263.04356435643564,302.8,530.1399675123762,547.78125,50.1327645778656
run_1764225380,config_658.yaml,11700.625,6,322,4970,0.0003,0.01,0.3,0.99,3,1,156,0.999,0.5,62,2503,5,50000,26.937647058823558,61.9,158.2875919117647,162.18359375,280.9411764705883,303.4,499.97582720588235,509.67578125,42.108800411224365
run_1764225431,config_659.yaml,11700.625,6,723,3397,0.0003,0.01,0.3,0.99,5,1,248,0.999,0.5,118,1624,5,50000,23.24347826086958,47.8,154.9175866168478,165.48046875,288.35326086956525,303.2,501.61655061141306,514.46484375,45.612935066223145
run_1764225502,config_65.yaml,11700.625,6,874,10557,0.0003,0.01,0.3,0.99,5,3,415,0.999,0.5,63,3028,5,50000,17.616417910447776,65.9,155.61074510261193,157.42578125,271.155970149254,303.4,565.5365846548508,589.60546875,66.68501377105713
run_1764225550,config_660.yaml,11700.625,6,589,13280,0.0003,0.01,0.3,0.99,2,2,382,0.999,0.5,118,2190,5,50000,26.57441860465118,53.8,154.75158975290697,159.1875,272.6860465116279,303.0,543.3077307412791,577.29296875,42.62552070617676
run_1764225638,config_661.yaml,11700.625,6,536,2610,0.0003,0.01,0.3,0.99,10,4,304,0.999,0.5,123,4154,5,50000,14.163473053892227,57.9,158.59115363023952,161.2890625,293.92514970059904,303.2,531.1555482784431,542.41015625,83.22017884254456
run_1764225699,config_662.yaml,11700.625,6,272,2972,0.0003,0.01,0.3,0.99,3,4,306,0.999,0.5,75,3724,5,50000,22.817699115044274,67.8,157.53602046460176,166.34375,286.850442477876,303.3,509.19206305309734,523.09375,56.15745544433594
run_1764225782,config_663.yaml,11700.625,6,780,11286,0.0003,0.01,0.3,0.99,10,4,201,0.999,0.5,23,1022,5,50000,14.89617834394906,75.8,159.6687400477707,161.46875,260.30127388535055,303.0,540.6537121815287,553.55078125,78.2059817314148
run_1764225853,config_664.yaml,11700.625,6,374,1114,0.0003,0.01,0.3,0.99,7,3,217,0.999,0.5,94,3104,5,50000,18.557894736842123,85.8,156.11947838345864,164.96875,290.82932330827083,303.4,498.1967810150376,509.984375,66.20592665672302
run_1764225917,config_665.yaml,11700.625,6,410,10585,0.0003,0.01,0.3,0.99,6,4,139,0.999,0.5,20,2111,5,50000,20.06750000000002,63.9,158.8322265625,160.875,269.2566666666667,303.2,517.4689778645833,527.23046875,59.655197620391846
run_1764225976,config_666.yaml,11700.625,6,271,7833,0.0003,0.01,0.3,0.99,4,3,252,0.999,0.5,84,1113,5,50000,21.77663551401871,59.8,157.33316296728972,167.60546875,275.56728971962616,303.2,534.095648364486,552.734375,53.15303421020508
run_1764226029,config_667.yaml,11700.625,6,432,3833,0.0003,0.01,0.3,0.99,5,2,293,0.999,0.5,102,2370,5,50000,21.65510204081634,53.9,156.88620057397958,163.80078125,280.2969387755104,303.2,510.4403300382653,522.0078125,48.62173891067505
run_1764226090,config_668.yaml,11700.625,6,202,4636,0.0003,0.01,0.3,0.99,7,2,81,0.999,0.5,92,3849,5,50000,19.507894736842125,55.9,158.796600877193,165.9453125,285.7324561403511,301.4,501.0506441885965,509.3046875,56.6425199508667
run_1764226159,config_669.yaml,11700.625,6,369,4469,0.0003,0.01,0.3,0.99,7,4,217,0.999,0.5,111,4953,5,50000,17.131496062992138,65.8,159.16612327755905,161.33203125,281.4598425196852,303.1,518.5378937007874,528.171875,63.15202808380127
run_1764226211,config_66.yaml,11700.625,6,658,12174,0.0003,0.01,0.3,0.99,4,1,395,0.999,0.5,27,2802,5,50000,25.396875000000026,61.9,154.9754638671875,159.01953125,272.02187499999997,303.2,518.4576822916666,538.87109375,47.62707495689392
run_1764226276,config_670.yaml,11700.625,6,958,6372,0.0003,0.01,0.3,0.99,7,3,236,0.999,0.5,97,3488,5,50000,19.641666666666683,65.8,155.71243489583333,159.03515625,269.4600000000001,301.4,537.6524088541667,552.3515625,59.65885138511658
run_1764226333,config_671.yaml,11700.625,6,512,12066,0.0003,0.01,0.3,0.99,5,2,295,0.999,0.5,57,4261,5,50000,22.860000000000024,73.9,155.2438988095238,159.02734375,264.19714285714286,303.3,564.9214657738095,593.48046875,52.15019726753235
run_1764226382,config_672.yaml,11700.625,6,375,4976,0.0003,0.01,0.3,0.99,4,1,159,0.999,0.5,85,3857,5,50000,24.742857142857165,97.8,156.29876373626374,165.69140625,279.21538461538466,301.4,500.5510817307692,522.3984375,45.115108489990234
